ID,VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,trip_type,congestion_surcharge,payment_type
T03067,1.0,2021-07-02 15:48:33,2021-07-02 16:13:10,N,5.0,74,244,1.0,3.1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,2.0
T08028,2.0,2021-07-06 07:56:45,2021-07-07 07:13:46,N,1.0,74,262,1.0,3.23,14.0,0.0,0.5,1.48,0.0,,0.3,16.28,1.0,0.0,1.0
T02967,2.0,2021-07-02 15:17:31,2021-07-02 15:26:06,N,1.0,166,42,1.0,1.14,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,1.0,0.0,2.0
T09070,2.0,2021-07-06 17:09:19,2021-07-06 17:14:31,N,1.0,95,95,2.0,1.07,5.5,1.0,0.5,0.0,0.0,,0.3,7.3,1.0,0.0,2.0
T01585,2.0,2021-07-01 19:48:38,2021-07-01 19:52:57,N,1.0,82,160,1.0,0.92,5.0,1.0,0.5,1.5,0.0,,0.3,8.3,1.0,0.0,1.0
T06573,2.0,2021-07-05 08:48:06,2021-07-05 08:48:44,N,1.0,152,152,1.0,0.01,2.5,0.0,0.5,0.0,0.0,,0.3,3.3,1.0,0.0,2.0
T07402,2.0,2021-07-05 18:24:01,2021-07-05 18:30:54,N,1.0,52,33,1.0,1.18,6.0,1.0,0.5,0.0,0.0,,0.3,7.8,1.0,0.0,2.0
T05985,1.0,2021-07-04 16:18:09,2021-07-04 16:38:08,N,1.0,244,18,1.0,4.9,17.5,0.0,0.5,0.0,0.0,,0.3,18.3,1.0,0.0,2.0
T01085,2.0,2021-07-01 15:27:29,2021-07-01 15:32:06,N,1.0,75,262,1.0,1.1,5.5,0.0,0.5,0.0,0.0,,0.3,9.05,1.0,2.75,2.0
T04748,2.0,2021-07-03 16:48:30,2021-07-03 16:57:29,N,1.0,65,17,1.0,1.6,7.5,0.0,0.5,2.08,0.0,,0.3,10.38,1.0,0.0,1.0
T00131,2.0,2021-07-01 07:50:53,2021-07-01 08:03:37,N,1.0,74,239,1.0,2.9,11.5,0.0,0.5,0.0,0.0,,0.3,15.05,1.0,2.75,2.0
T05750,2.0,2021-07-04 13:31:00,2021-07-04 13:46:18,N,1.0,166,74,1.0,2.27,11.5,0.0,0.5,2.46,0.0,,0.3,14.76,1.0,0.0,1.0
T03442,2.0,2021-07-02 18:47:04,2021-07-02 18:54:28,N,1.0,244,243,1.0,1.03,6.5,1.0,0.5,0.0,0.0,,0.3,8.3,1.0,0.0,2.0
T07400,2.0,2021-07-05 18:25:32,2021-07-05 18:41:55,N,1.0,52,225,1.0,3.48,14.0,0.0,0.5,3.7,0.0,,0.3,18.5,1.0,0.0,1.0
T00688,2.0,2021-07-01 12:37:41,2021-07-01 12:58:52,N,1.0,166,244,1.0,3.15,15.5,0.0,0.5,0.0,0.0,,0.3,16.3,1.0,0.0,2.0
T00467,2.0,2021-07-01 10:19:01,2021-07-01 10:36:26,N,1.0,75,152,1.0,3.14,14.0,0.0,0.5,0.0,0.0,,0.3,14.8,1.0,0.0,2.0
T05744,2.0,2021-07-04 13:07:03,2021-07-04 13:22:04,N,1.0,260,179,1.0,2.34,11.5,0.0,0.5,0.0,0.0,,0.3,12.3,1.0,0.0,2.0
T03835,2.0,2021-07-02 23:57:42,2021-07-03 00:08:33,N,1.0,41,263,1.0,3.07,11.0,0.5,0.5,0.0,0.0,,0.3,15.05,1.0,2.75,2.0
T08236,2.0,2021-07-06 11:01:30,2021-07-06 11:11:33,N,1.0,42,42,1.0,1.47,8.5,0.0,0.5,0.0,0.0,,0.3,9.3,1.0,0.0,2.0
T04778,2.0,2021-07-03 16:55:15,2021-07-03 17:02:29,N,1.0,74,75,1.0,1.41,7.0,0.0,0.5,1.17,0.0,,0.3,8.97,1.0,0.0,1.0
T05634,2.0,2021-07-04 11:08:11,2021-07-04 11:14:26,N,1.0,97,17,1.0,1.14,6.0,0.0,0.5,0.0,0.0,,0.3,6.8,1.0,0.0,1.0
T06461,2.0,2021-07-05 00:33:15,2021-07-05 00:39:15,N,1.0,74,42,1.0,1.19,6.5,0.5,0.5,0.0,0.0,,0.3,7.8,1.0,0.0,2.0
T00843,2.0,2021-07-01 13:47:07,2021-07-01 13:51:53,N,1.0,41,41,1.0,0.78,5.5,0.0,0.5,1.26,0.0,,0.3,7.56,1.0,0.0,1.0
T04069,2.0,2021-07-03 09:29:11,2021-07-03 10:15:03,N,1.0,168,39,2.0,21.85,63.0,0.0,0.5,0.0,6.55,,0.3,70.35,1.0,0.0,1.0
T07411,2.0,2021-07-05 18:29:06,2021-07-05 18:32:17,N,1.0,75,74,1.0,1.08,5.0,0.0,0.5,1.16,0.0,,0.3,6.96,1.0,0.0,1.0
T01507,1.0,2021-07-01 18:36:29,2021-07-01 18:42:41,N,1.0,166,41,1.0,0.8,6.0,1.0,0.5,2.0,0.0,,0.3,9.8,1.0,0.0,1.0
T03158,2.0,2021-07-02 16:04:37,2021-07-02 16:16:06,N,1.0,43,41,1.0,1.76,9.0,1.0,0.5,2.16,0.0,,0.3,12.96,1.0,0.0,1.0
T05242,2.0,2021-07-03 21:22:14,2021-07-03 21:39:23,N,1.0,41,170,1.0,4.41,16.0,0.5,0.5,0.0,0.0,,0.3,20.05,1.0,2.75,2.0
T00161,2.0,2021-07-01 07:44:32,2021-07-01 07:50:42,N,1.0,74,168,1.0,1.57,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,1.0,0.0,1.0
T07019,2.0,2021-07-05 15:41:02,2021-07-05 15:55:37,N,1.0,74,151,5.0,2.23,11.5,0.0,0.5,1.84,0.0,,0.3,14.14,1.0,0.0,1.0
T04212,2.0,2021-07-03 11:19:03,2021-07-03 11:19:13,N,1.0,193,193,1.0,0.0,3.25,0.0,0.0,0.0,0.0,,0.0,3.25,1.0,0.0,2.0
T07805,1.0,2021-07-06 01:41:09,2021-07-06 01:56:32,N,1.0,74,169,1.0,5.5,18.0,0.5,0.5,0.0,0.0,,0.3,19.3,1.0,0.0,4.0
T08649,1.0,2021-07-06 14:49:58,2021-07-06 14:50:10,N,1.0,145,145,1.0,0.0,2.5,0.0,0.5,0.0,0.0,,0.3,3.3,1.0,0.0,2.0
T04798,2.0,2021-07-03 17:17:57,2021-07-03 18:08:43,N,1.0,132,127,1.0,19.16,57.5,0.0,0.5,0.0,6.55,,0.3,64.85,1.0,0.0,1.0
T05289,2.0,2021-07-03 21:59:03,2021-07-03 22:05:31,N,1.0,74,152,1.0,1.04,6.5,0.5,0.5,0.0,0.0,,0.3,7.8,1.0,0.0,2.0
T09547,2.0,2021-07-06 23:01:31,2021-07-06 23:13:02,N,1.0,166,42,1.0,2.0,10.0,0.5,0.5,0.0,0.0,,0.3,11.3,1.0,0.0,1.0
T05676,2.0,2021-07-04 12:00:58,2021-07-04 12:26:26,N,1.0,97,161,1.0,7.97,25.5,0.0,0.5,0.0,0.0,,0.3,29.05,1.0,2.75,2.0
T06996,2.0,2021-07-05 14:08:39,2021-07-05 14:27:24,N,1.0,42,74,1.0,2.9,14.0,0.0,0.5,3.7,0.0,,0.3,18.5,1.0,0.0,1.0
T09644,2.0,2021-07-07 04:34:51,2021-07-07 04:43:53,N,5.0,129,138,1.0,3.2,9.2,0.0,0.5,0.0,0.0,,0.3,10.0,1.0,0.0,2.0
T09185,2.0,2021-07-06 18:53:16,2021-07-06 19:00:45,N,1.0,166,238,1.0,1.38,7.5,1.0,0.5,0.0,0.0,,0.3,12.05,1.0,2.75,2.0
T03008,1.0,2021-07-02 15:41:38,2021-07-02 15:49:27,N,1.0,75,166,1.0,1.9,8.0,0.0,0.5,1.0,0.0,,0.3,9.8,1.0,0.0,1.0
T09842,2.0,2021-07-07 08:17:43,2021-07-07 08:40:55,N,5.0,216,265,1.0,8.8,39.0,0.0,0.5,7.96,0.0,,0.3,47.76,1.0,0.0,1.0
T09356,2.0,2021-07-06 19:23:14,2021-07-06 19:30:56,N,1.0,41,74,1.0,1.09,7.0,1.0,0.5,0.0,0.0,,0.3,8.8,1.0,0.0,2.0
T09651,2.0,2021-07-07 05:57:22,2021-07-07 06:32:53,N,1.0,213,197,1.0,15.91,48.0,0.5,0.5,0.0,6.55,,0.3,55.85,1.0,0.0,1.0
T08931,2.0,2021-07-06 16:19:05,2021-07-06 16:32:26,N,1.0,42,75,1.0,2.47,11.0,1.0,0.5,0.0,0.0,,0.3,12.8,1.0,0.0,2.0
T02716,2.0,2021-07-02 13:41:05,2021-07-02 13:55:00,N,1.0,75,163,1.0,2.44,11.5,0.0,0.5,3.76,0.0,,0.3,18.81,1.0,2.75,1.0
T08272,2.0,2021-07-06 10:54:42,2021-07-06 10:58:28,N,1.0,74,75,1.0,1.19,5.5,0.0,0.5,1.58,0.0,,0.3,7.88,1.0,0.0,1.0
T03501,2.0,2021-07-02 19:59:41,2021-07-02 20:04:07,N,1.0,74,41,1.0,0.74,5.0,1.0,0.5,1.0,0.0,,0.3,7.8,1.0,0.0,1.0
T03086,2.0,2021-07-02 16:59:14,2021-07-02 17:00:35,N,1.0,264,264,1.0,0.0,1.1,0.0,0.5,0.0,0.0,,0.3,1.9,1.0,0.0,2.0
T02709,2.0,2021-07-02 13:13:15,2021-07-02 13:39:37,N,1.0,75,235,2.0,5.34,20.5,0.0,0.5,5.32,0.0,,0.3,26.62,1.0,0.0,1.0
T04768,2.0,2021-07-03 16:38:32,2021-07-03 17:54:39,N,1.0,193,61,2.0,17.16,64.5,0.0,0.5,0.0,0.0,,0.3,65.3,1.0,0.0,1.0
T09443,2.0,2021-07-06 20:24:06,2021-07-06 21:08:13,N,1.0,244,181,1.0,17.44,50.5,0.5,0.5,0.0,0.0,,0.3,54.55,1.0,2.75,2.0
T05664,1.0,2021-07-04 11:59:20,2021-07-04 12:22:36,N,1.0,126,247,1.0,0.0,10.2,0.0,0.5,0.0,0.0,,0.3,11.0,1.0,0.0,1.0
T04381,2.0,2021-07-03 12:50:40,2021-07-03 13:01:12,N,1.0,74,166,1.0,1.66,9.0,0.0,0.5,1.96,0.0,,0.3,11.76,1.0,0.0,1.0
T05730,2.0,2021-07-04 12:03:08,2021-07-04 13:09:03,N,1.0,108,23,1.0,15.26,58.5,0.0,0.5,0.0,6.55,,0.3,65.85,1.0,0.0,1.0
T06776,2.0,2021-07-05 11:03:57,2021-07-05 11:28:59,N,1.0,41,185,1.0,7.9,26.0,0.0,0.5,0.0,0.0,,0.3,26.8,1.0,0.0,2.0
T06897,2.0,2021-07-05 13:56:16,2021-07-05 13:56:48,N,5.0,173,173,1.0,0.0,17.0,0.0,0.0,0.08,0.0,,0.3,17.38,2.0,0.0,1.0
T00437,2.0,2021-07-01 10:54:36,2021-07-01 11:03:16,N,1.0,75,151,1.0,1.53,8.0,0.0,0.5,0.0,0.0,,0.3,8.8,1.0,0.0,2.0
T03142,2.0,2021-07-02 16:24:21,2021-07-02 16:34:33,N,1.0,42,41,6.0,1.45,8.5,1.0,0.5,2.06,0.0,,0.3,12.36,1.0,0.0,1.0
T02998,2.0,2021-07-02 15:29:18,2021-07-02 15:35:21,N,1.0,75,74,1.0,1.33,6.5,0.0,0.5,1.46,0.0,,0.3,8.76,1.0,0.0,1.0
T04191,2.0,2021-07-03 10:26:19,2021-07-03 10:34:39,N,1.0,74,75,1.0,1.89,8.5,0.0,0.5,0.0,0.0,,0.3,9.3,1.0,0.0,2.0
T07055,2.0,2021-07-05 15:29:40,2021-07-05 15:37:52,N,1.0,97,189,1.0,1.19,7.5,0.0,0.5,1.66,0.0,,0.3,9.96,1.0,0.0,1.0
T03262,2.0,2021-07-02 17:39:15,2021-07-02 17:49:49,N,1.0,43,142,1.0,2.55,10.5,1.0,0.5,0.0,0.0,,0.3,15.05,1.0,2.75,2.0
T03079,2.0,2021-07-02 15:44:17,2021-07-02 15:50:39,N,1.0,41,42,1.0,1.26,6.5,0.0,0.5,0.0,0.0,,0.3,7.3,1.0,0.0,2.0
T07752,2.0,2021-07-05 23:16:03,2021-07-05 23:20:15,N,1.0,173,56,1.0,0.85,5.0,0.5,0.5,0.0,0.0,,0.3,6.3,1.0,0.0,2.0
T09779,1.0,2021-07-07 07:35:32,2021-07-07 07:38:15,N,1.0,152,116,1.0,0.5,4.0,0.0,0.5,0.0,0.0,,0.3,4.8,1.0,0.0,2.0
T01855,2.0,2021-07-01 21:25:51,2021-07-01 21:48:51,N,1.0,244,186,1.0,7.85,26.0,0.5,0.5,6.01,0.0,,0.3,36.06,1.0,2.75,1.0
T00147,2.0,2021-07-01 07:46:16,2021-07-01 07:58:11,N,1.0,74,75,1.0,1.58,9.0,0.0,0.5,1.96,0.0,,0.3,11.76,1.0,0.0,1.0
T03556,2.0,2021-07-02 19:35:24,2021-07-02 19:38:17,N,1.0,75,263,1.0,0.4,4.0,1.0,0.5,1.16,0.0,,0.3,6.96,1.0,0.0,1.0
T02853,2.0,2021-07-02 14:31:10,2021-07-02 18:01:27,N,1.0,216,150,1.0,35.36,156.0,0.0,0.5,0.0,0.0,,0.3,156.8,1.0,0.0,2.0
T01557,2.0,2021-07-01 17:06:17,2021-07-01 17:36:04,N,1.0,244,236,1.0,6.24,25.0,1.0,0.5,0.0,0.0,,0.3,29.55,1.0,2.75,2.0
T05088,2.0,2021-07-03 19:29:04,2021-07-03 19:37:17,N,1.0,74,236,1.0,2.34,9.0,0.0,0.5,2.51,0.0,,0.3,15.06,1.0,2.75,1.0
T08246,2.0,2021-07-06 10:49:48,2021-07-06 10:59:45,N,1.0,74,236,1.0,2.1,9.0,0.0,0.5,2.51,0.0,,0.3,15.06,1.0,2.75,1.0
T05800,2.0,2021-07-04 13:43:11,2021-07-04 13:54:06,N,1.0,41,168,1.0,2.71,11.0,0.0,0.5,0.0,0.0,,0.3,11.8,1.0,0.0,1.0
T01206,1.0,2021-07-01 16:33:07,2021-07-01 16:51:14,N,1.0,65,49,1.0,2.3,13.0,1.0,0.5,0.0,0.0,,0.3,14.8,1.0,0.0,2.0
T07692,2.0,2021-07-05 21:23:48,2021-07-05 21:35:02,N,1.0,74,237,1.0,2.83,10.5,0.5,0.5,0.0,0.0,,0.3,14.55,1.0,2.75,2.0
T02832,2.0,2021-07-02 14:19:23,2021-07-02 14:24:12,N,1.0,41,75,1.0,0.55,5.0,0.0,0.5,1.16,0.0,,0.3,6.96,1.0,0.0,1.0
T06646,2.0,2021-07-05 09:54:10,2021-07-05 10:26:45,N,5.0,23,212,1.0,32.94,150.0,0.0,0.0,45.09,0.0,,0.3,195.39,2.0,0.0,1.0
T00598,1.0,2021-07-01 11:04:08,2021-07-01 11:19:39,N,1.0,74,24,1.0,2.0,11.5,0.0,0.5,0.0,0.0,,0.3,12.3,1.0,0.0,2.0
T03962,2.0,2021-07-03 04:25:13,2021-07-03 04:25:17,N,5.0,243,243,1.0,0.0,17.0,0.0,0.0,0.0,0.0,,0.3,17.3,2.0,0.0,1.0
T09886,2.0,2021-07-07 08:53:05,2021-07-07 08:58:49,N,1.0,41,42,2.0,1.27,6.5,0.0,0.5,1.82,0.0,,0.3,9.12,1.0,0.0,1.0
T01186,1.0,2021-07-01 16:48:00,2021-07-01 17:14:46,N,1.0,74,142,2.0,4.0,19.5,3.75,0.5,2.0,0.0,,0.3,26.05,1.0,2.75,1.0
T00555,2.0,2021-07-01 10:53:23,2021-07-01 10:58:10,N,1.0,75,75,1.0,0.74,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,1.0,0.0,2.0
T09893,1.0,2021-07-07 09:57:57,2021-07-07 10:14:21,N,1.0,11,165,1.0,0.0,10.2,0.0,0.5,0.0,0.0,,0.3,11.0,1.0,0.0,1.0
T04424,2.0,2021-07-03 13:36:26,2021-07-03 13:58:37,N,1.0,41,143,1.0,4.1,17.5,0.0,0.5,2.1,0.0,,0.3,23.15,1.0,2.75,1.0
T04206,2.0,2021-07-03 10:22:28,2021-07-03 10:41:58,N,1.0,74,213,1.0,6.57,21.0,0.0,0.5,0.0,0.0,,0.3,21.8,1.0,0.0,1.0
T01506,1.0,2021-07-01 18:30:24,2021-07-01 18:34:46,N,1.0,166,24,1.0,1.0,5.5,1.0,0.5,0.0,0.0,,0.3,7.3,1.0,0.0,2.0
T00053,2.0,2021-07-01 04:39:47,2021-07-01 05:05:16,N,2.0,244,132,1.0,19.99,52.0,0.0,0.5,0.0,6.55,,0.3,59.35,1.0,0.0,2.0
T06246,2.0,2021-07-04 19:56:20,2021-07-04 20:10:43,N,1.0,65,228,2.0,3.03,13.0,0.0,0.5,2.76,0.0,,0.3,16.56,1.0,0.0,1.0
T06226,2.0,2021-07-04 19:30:47,2021-07-04 19:41:26,N,1.0,74,24,1.0,1.8,9.0,0.0,0.5,1.96,0.0,,0.3,11.76,1.0,0.0,1.0
T02751,1.0,2021-07-02 13:09:02,2021-07-02 13:17:00,N,1.0,166,74,1.0,0.8,6.5,0.0,0.5,0.0,0.0,,0.3,7.3,1.0,0.0,2.0
T09030,2.0,2021-07-06 16:58:42,2021-07-06 17:10:15,N,1.0,41,42,1.0,2.51,10.5,1.0,0.5,0.0,0.0,,0.3,12.3,1.0,0.0,1.0
T00776,2.0,2021-07-01 12:13:13,2021-07-01 12:42:25,N,1.0,244,229,1.0,8.84,29.0,0.0,0.5,0.0,0.0,,0.3,32.55,1.0,2.75,1.0
T02254,2.0,2021-07-02 09:48:05,2021-07-02 09:56:58,N,1.0,247,69,1.0,1.42,8.0,0.0,0.5,0.0,0.0,,0.3,8.8,1.0,0.0,2.0
T08916,2.0,2021-07-06 15:32:24,2021-07-06 15:45:34,N,1.0,95,135,1.0,2.07,10.5,0.0,0.5,0.0,0.0,,0.3,11.3,1.0,0.0,1.0
T02140,2.0,2021-07-02 08:25:38,2021-07-02 08:31:08,N,1.0,41,42,1.0,0.9,6.0,0.0,0.5,0.0,0.0,,0.3,6.8,1.0,0.0,1.0
T09021,2.0,2021-07-06 16:34:30,2021-07-06 16:39:26,N,1.0,174,174,1.0,0.47,5.0,1.0,0.5,0.0,0.0,,0.3,6.8,1.0,0.0,2.0
T01726,2.0,2021-07-01 19:17:50,2021-07-01 20:12:30,N,5.0,130,101,1.0,21.61,70.0,0.0,0.0,0.0,0.0,,0.3,70.3,2.0,0.0,1.0
T09191,2.0,2021-07-06 18:15:27,2021-07-06 18:41:53,N,1.0,134,216,2.0,4.33,19.0,1.0,0.5,0.0,0.0,,0.3,20.8,1.0,0.0,1.0
T04193,1.0,2021-07-03 10:18:10,2021-07-03 10:33:10,N,1.0,74,244,1.0,4.1,15.5,0.0,0.5,0.0,0.0,,0.3,16.3,1.0,0.0,2.0
T00220,2.0,2021-07-01 08:54:02,2021-07-01 09:01:31,N,1.0,75,236,1.0,1.26,7.0,0.0,0.5,2.11,0.0,,0.3,12.66,1.0,2.75,1.0
T01940,2.0,2021-07-02 01:14:25,2021-07-02 01:18:33,N,1.0,212,248,2.0,0.78,5.0,0.5,0.5,0.0,0.0,,0.3,6.3,1.0,0.0,2.0
T06530,1.0,2021-07-05 05:23:30,2021-07-05 05:29:57,N,1.0,179,193,1.0,1.6,7.5,0.0,0.5,2.05,0.0,,0.3,10.35,1.0,0.0,1.0
T01736,2.0,2021-07-01 20:16:39,2021-07-01 20:36:17,N,1.0,97,228,1.0,3.29,15.0,0.5,0.5,3.26,0.0,,0.3,19.56,1.0,0.0,1.0
T02473,2.0,2021-07-02 10:44:00,2021-07-02 10:44:10,N,1.0,75,75,1.0,0.0,2.5,0.0,0.5,0.0,0.0,,0.3,3.3,1.0,0.0,2.0
T03571,1.0,2021-07-02 19:54:16,2021-07-02 19:56:19,Y,1.0,82,82,0.0,0.0,3.5,1.0,0.5,0.0,0.0,,0.3,5.3,1.0,0.0,4.0
T09936,1.0,2021-07-07 09:05:43,2021-07-07 09:28:29,N,1.0,52,161,1.0,7.9,24.5,2.75,0.5,5.6,0.0,,0.3,33.65,1.0,2.75,1.0
T07660,1.0,2021-07-05 21:33:42,2021-07-05 21:42:43,Y,1.0,244,244,1.0,1.3,8.0,0.5,0.5,1.85,0.0,,0.3,11.15,1.0,0.0,1.0
T07004,2.0,2021-07-05 14:15:47,2021-07-05 14:19:58,N,1.0,75,75,1.0,0.54,4.5,0.0,0.5,0.0,0.0,,0.3,5.3,1.0,0.0,1.0
T03280,2.0,2021-07-02 17:08:17,2021-07-02 17:33:20,N,1.0,41,170,1.0,4.77,19.0,1.0,0.5,5.0,0.0,,0.3,28.55,1.0,2.75,1.0
T02749,2.0,2021-07-02 13:05:30,2021-07-02 13:18:45,N,1.0,7,260,1.0,1.51,9.5,0.0,0.5,0.0,0.0,,0.3,10.3,1.0,0.0,2.0
T01971,2.0,2021-07-02 03:54:11,2021-07-02 04:05:22,N,1.0,129,70,1.0,1.86,9.5,0.5,0.5,0.0,0.0,,0.3,10.8,1.0,0.0,2.0
T04882,2.0,2021-07-03 16:49:05,2021-07-04 15:56:23,N,1.0,74,75,1.0,0.85,6.0,0.0,0.5,0.0,0.0,,0.3,6.8,1.0,0.0,2.0
T09840,1.0,2021-07-07 08:38:31,2021-07-07 08:42:29,N,1.0,166,151,1.0,0.7,5.0,0.0,0.5,1.0,0.0,,0.3,6.8,1.0,0.0,1.0
T01570,1.0,2021-07-01 18:31:03,2021-07-01 18:51:26,N,1.0,25,189,2.0,1.9,13.5,1.0,0.5,0.0,0.0,,0.3,15.3,1.0,0.0,2.0
T02626,2.0,2021-07-02 12:10:31,2021-07-02 12:25:41,N,1.0,146,161,1.0,2.51,12.5,0.0,0.5,0.0,0.0,,0.3,16.05,1.0,2.75,2.0
T01964,2.0,2021-07-02 03:40:54,2021-07-02 03:45:29,N,1.0,116,244,1.0,1.13,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,1.0,0.0,2.0
T09425,2.0,2021-07-06 20:05:04,2021-07-06 20:20:27,N,1.0,65,97,6.0,1.64,11.0,0.5,0.5,0.0,0.0,,0.3,12.3,1.0,0.0,2.0
T01769,2.0,2021-07-01 21:32:46,2021-07-01 22:09:38,N,1.0,7,127,1.0,11.04,35.0,0.5,0.5,11.72,0.0,,0.3,50.77,1.0,2.75,1.0
T06337,1.0,2021-07-04 21:51:57,2021-07-04 21:58:53,N,1.0,97,65,1.0,1.0,6.5,0.5,0.5,0.0,0.0,,0.3,7.8,1.0,0.0,2.0
T03981,2.0,2021-07-03 06:29:01,2021-07-03 06:34:52,N,1.0,129,129,2.0,0.61,5.5,0.0,0.5,1.26,0.0,,0.3,7.56,1.0,0.0,1.0
T07732,2.0,2021-07-05 22:13:13,2021-07-05 22:35:29,N,1.0,112,151,1.0,6.28,21.5,0.5,0.5,5.11,0.0,,0.3,30.66,1.0,2.75,1.0
T07633,2.0,2021-07-05 21:21:04,2021-07-05 21:31:51,N,1.0,74,236,1.0,2.51,10.0,0.5,0.5,3.51,0.0,,0.3,17.56,1.0,2.75,1.0
T06623,2.0,2021-07-05 09:53:22,2021-07-05 10:53:53,N,1.0,63,90,1.0,10.97,45.5,0.0,0.5,0.0,0.0,,0.3,46.3,1.0,0.0,1.0
T08511,2.0,2021-07-06 12:33:08,2021-07-06 12:49:01,N,1.0,75,166,1.0,2.04,12.0,0.0,0.5,3.2,0.0,,0.3,16.0,1.0,0.0,1.0
T09881,2.0,2021-07-07 08:45:01,2021-07-07 08:54:36,N,1.0,74,42,1.0,1.19,8.0,0.0,0.5,2.64,0.0,,0.3,11.44,1.0,0.0,1.0
T07956,1.0,2021-07-06 08:44:59,2021-07-06 08:45:26,N,1.0,264,264,1.0,0.0,2.5,0.0,0.5,0.0,0.0,,0.3,3.3,1.0,0.0,2.0
T09242,2.0,2021-07-06 18:07:55,2021-07-06 18:14:14,N,1.0,42,41,1.0,0.95,6.5,1.0,0.5,0.0,0.0,,0.3,8.3,1.0,0.0,1.0
T07862,2.0,2021-07-06 06:59:48,2021-07-06 07:06:05,N,1.0,41,166,1.0,0.88,6.0,0.0,0.5,0.0,0.0,,0.3,6.8,1.0,0.0,2.0
T00608,2.0,2021-07-01 11:27:22,2021-07-01 11:33:33,N,1.0,97,25,1.0,0.48,5.5,0.0,0.5,1.26,0.0,,0.3,7.56,1.0,0.0,1.0
T09962,2.0,2021-07-07 09:19:21,2021-07-07 09:23:29,N,1.0,42,41,1.0,0.18,4.5,0.0,0.5,0.0,0.0,,0.3,5.3,1.0,0.0,2.0
T03915,2.0,2021-07-03 01:15:31,2021-07-03 01:30:43,N,5.0,130,203,1.0,7.34,22.0,0.0,0.0,0.0,0.0,,0.3,22.3,2.0,0.0,1.0
T04350,2.0,2021-07-03 12:51:11,2021-07-03 12:51:16,N,5.0,69,69,3.0,0.0,15.0,0.0,0.0,0.0,0.0,,0.3,15.3,2.0,0.0,1.0
T08751,1.0,2021-07-06 14:38:16,2021-07-06 14:47:38,N,1.0,152,244,2.0,1.8,9.0,0.0,0.5,0.0,0.0,,0.3,9.8,1.0,0.0,2.0
T09281,2.0,2021-07-06 18:48:05,2021-07-06 19:28:17,N,1.0,25,121,1.0,16.04,46.0,1.0,0.5,0.0,0.0,,0.3,47.8,1.0,0.0,1.0
T08864,2.0,2021-07-06 15:45:30,2021-07-06 15:55:39,N,1.0,43,262,1.0,1.91,9.0,0.0,0.5,2.51,0.0,,0.3,15.06,1.0,2.75,1.0
T01727,2.0,2021-07-01 20:14:38,2021-07-01 20:25:40,N,1.0,74,263,1.0,2.67,10.5,0.5,0.5,2.91,0.0,,0.3,17.46,1.0,2.75,1.0
T04919,2.0,2021-07-03 18:01:08,2021-07-03 18:13:50,N,1.0,74,138,1.0,7.09,20.5,0.0,0.5,0.0,0.0,,0.3,21.3,1.0,0.0,2.0
T00284,1.0,2021-07-01 08:44:29,2021-07-01 09:05:51,N,1.0,39,61,1.0,0.0,13.2,0.0,0.5,0.0,0.0,,0.3,14.0,1.0,0.0,1.0
T06720,2.0,2021-07-05 10:58:05,2021-07-05 10:58:30,N,1.0,130,130,1.0,0.07,2.5,0.0,0.5,0.0,0.0,,0.3,3.3,1.0,0.0,2.0
T03114,2.0,2021-07-02 16:31:56,2021-07-02 17:57:29,N,1.0,61,62,1.0,7.6,51.0,1.0,0.5,0.0,0.0,,0.3,52.8,1.0,0.0,1.0
T07680,1.0,2021-07-05 21:25:34,2021-07-05 21:35:51,Y,1.0,116,42,1.0,1.6,8.5,0.5,0.5,0.0,0.0,,0.3,9.8,1.0,0.0,3.0
T04232,1.0,2021-07-03 11:36:37,2021-07-03 11:52:40,N,1.0,74,140,1.0,3.4,13.5,2.75,0.5,1.5,0.0,,0.3,18.55,1.0,2.75,1.0
T05892,2.0,2021-07-04 15:27:10,2021-07-04 15:37:45,N,1.0,116,247,1.0,1.57,9.0,0.0,0.5,0.0,0.0,,0.3,9.8,1.0,0.0,2.0
T09536,2.0,2021-07-06 22:14:19,2021-07-06 22:43:36,N,1.0,75,49,1.0,10.81,32.5,0.5,0.5,7.31,0.0,,0.3,43.86,1.0,2.75,1.0
T06123,2.0,2021-07-04 17:58:00,2021-07-04 18:25:32,N,1.0,56,197,1.0,5.87,23.0,0.0,0.5,0.0,0.0,,0.3,23.8,1.0,0.0,2.0
T08610,2.0,2021-07-06 13:25:08,2021-07-06 14:15:58,N,1.0,218,257,2.0,19.24,59.5,0.0,0.5,0.0,0.0,,0.3,60.3,1.0,0.0,2.0
T00111,2.0,2021-07-01 07:06:35,2021-07-01 07:14:46,N,1.0,226,226,1.0,1.59,8.0,0.0,0.5,0.0,0.0,,0.3,8.8,1.0,0.0,1.0
