ID,VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,trip_type,congestion_surcharge
T00114,2.0,2021-07-01 07:50:08,2021-07-01 07:59:00,N,1.0,75,42,1.0,2.15,9.5,0.0,0.5,0.0,0.0,,0.3,10.3,1.0,0.0
T01117,2.0,2021-07-01 15:18:20,2021-07-01 15:47:00,N,1.0,97,231,1.0,2.6,18.5,0.0,0.5,0.0,0.0,,0.3,22.05,1.0,2.75
T03917,2.0,2021-07-03 02:03:25,2021-07-03 02:08:17,N,5.0,60,60,1.0,0.63,8.0,0.0,0.0,0.0,0.0,,0.3,8.3,2.0,0.0
T07602,2.0,2021-07-05 20:39:19,2021-07-05 20:50:46,N,1.0,260,7,1.0,1.79,9.5,0.5,0.5,2.0,0.0,,0.3,12.8,1.0,0.0
T01561,2.0,2021-07-01 18:27:46,2021-07-01 18:49:58,N,1.0,255,232,5.0,2.53,15.5,1.0,0.5,5.01,0.0,,0.3,25.06,1.0,2.75
T05853,2.0,2021-07-04 14:12:00,2021-07-04 15:35:57,N,1.0,182,75,1.0,11.56,60.5,0.0,0.5,0.0,6.55,,0.3,67.85,1.0,0.0
T06678,1.0,2021-07-05 10:20:28,2021-07-05 10:33:32,N,1.0,74,151,1.0,1.7,10.5,0.5,0.5,0.0,0.0,,0.3,11.8,1.0,0.0
T04258,1.0,2021-07-03 11:55:34,2021-07-03 12:07:55,N,1.0,25,112,1.0,4.1,14.5,0.0,0.5,0.0,0.0,,0.3,15.3,1.0,0.0
T02538,2.0,2021-07-02 11:48:28,2021-07-02 11:55:52,N,1.0,43,151,1.0,1.39,7.5,0.0,0.5,1.66,0.0,,0.3,9.96,1.0,0.0
T06000,2.0,2021-07-04 16:34:25,2021-07-04 16:44:08,N,1.0,260,138,1.0,4.18,13.5,0.0,0.5,2.86,0.0,,0.3,17.16,1.0,0.0
T06925,1.0,2021-07-05 14:12:39,2021-07-05 14:21:01,N,1.0,97,97,2.0,1.3,7.5,0.0,0.5,2.05,0.0,,0.3,10.35,1.0,0.0
T05873,2.0,2021-07-04 14:46:03,2021-07-04 16:04:31,N,1.0,55,75,1.0,21.38,74.0,0.0,0.5,0.0,6.55,,0.3,81.35,1.0,0.0
T06299,1.0,2021-07-04 20:45:34,2021-07-04 20:55:04,N,1.0,74,166,1.0,2.1,9.5,0.5,0.5,2.0,0.0,,0.3,12.8,1.0,0.0
T02386,1.0,2021-07-02 10:06:14,2021-07-02 10:42:21,N,1.0,168,76,1.0,0.0,38.2,0.0,0.5,0.0,6.55,,0.3,45.55,1.0,0.0
T08066,2.0,2021-07-06 08:28:41,2021-07-06 08:42:40,N,1.0,130,138,1.0,6.89,20.5,0.0,0.5,0.0,0.0,,0.3,21.3,1.0,0.0
T00250,2.0,2021-07-01 08:49:46,2021-07-01 08:55:54,N,1.0,75,141,6.0,1.33,6.5,0.0,0.5,2.01,0.0,,0.3,12.06,1.0,2.75
T01349,1.0,2021-07-01 17:02:42,2021-07-01 17:45:31,N,1.0,97,63,2.0,5.4,27.5,1.0,0.5,0.0,0.0,,0.3,29.3,1.0,0.0
T06379,2.0,2021-07-04 21:56:11,2021-07-04 22:02:31,N,1.0,223,179,5.0,1.1,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,1.0,0.0
T02586,2.0,2021-07-02 11:39:35,2021-07-02 11:59:16,N,1.0,95,171,1.0,5.1,18.5,0.0,0.5,3.86,0.0,,0.3,23.16,1.0,0.0
T02875,1.0,2021-07-02 14:13:05,2021-07-02 14:23:04,N,1.0,95,95,1.0,0.8,7.5,0.0,0.5,0.0,0.0,,0.3,8.3,1.0,0.0
T00256,2.0,2021-07-01 08:43:11,2021-07-01 08:51:21,N,1.0,74,75,1.0,1.18,7.5,0.0,0.5,0.0,0.0,,0.3,8.3,1.0,0.0
T02057,2.0,2021-07-02 07:13:49,2021-07-02 07:24:47,N,1.0,7,226,1.0,4.91,15.5,0.0,0.5,0.0,0.0,,0.3,16.3,1.0,0.0
T08248,2.0,2021-07-06 10:09:18,2021-07-06 10:28:28,N,1.0,40,249,1.0,4.62,17.0,0.0,0.5,0.0,0.0,,0.3,20.55,1.0,2.75
T01572,2.0,2021-07-01 18:29:19,2021-07-01 18:35:36,N,1.0,75,74,1.0,1.0,6.0,1.0,0.5,1.56,0.0,,0.3,9.36,1.0,0.0
T01124,2.0,2021-07-01 15:02:15,2021-07-01 15:31:54,N,1.0,97,177,1.0,4.65,21.5,0.0,0.5,0.0,0.0,,0.3,22.3,1.0,0.0
T02421,1.0,2021-07-02 10:30:15,2021-07-02 10:39:25,N,1.0,75,166,1.0,2.0,9.0,0.0,0.5,0.0,0.0,,0.3,9.8,1.0,0.0
T01936,2.0,2021-07-02 01:17:53,2021-07-02 01:27:53,N,1.0,82,223,2.0,2.74,10.5,0.5,0.5,0.0,0.0,,0.3,11.8,1.0,0.0
T03759,2.0,2021-07-02 21:59:46,2021-07-02 22:15:32,N,1.0,97,4,1.0,4.04,14.5,0.5,0.5,0.0,0.0,,0.3,18.55,1.0,2.75
T01982,2.0,2021-07-02 04:59:17,2021-07-02 04:59:50,N,5.0,244,244,1.0,0.1,70.0,0.0,0.0,0.0,0.0,,0.3,70.3,2.0,0.0
T08550,2.0,2021-07-06 13:49:52,2021-07-06 14:10:11,N,1.0,75,48,1.0,3.77,16.0,0.0,0.5,5.86,0.0,,0.3,25.41,1.0,2.75
T09526,2.0,2021-07-06 22:08:24,2021-07-06 22:14:02,N,1.0,75,263,1.0,1.01,6.0,0.5,0.5,2.51,0.0,,0.3,12.56,1.0,2.75
T06149,2.0,2021-07-04 18:10:00,2021-07-04 18:19:22,N,1.0,61,17,1.0,1.67,8.0,0.0,0.5,1.76,0.0,,0.3,10.56,1.0,0.0
T06713,1.0,2021-07-05 10:15:15,2021-07-05 10:26:08,N,1.0,152,158,1.0,6.8,19.5,2.75,0.5,5.0,0.0,,0.3,28.05,1.0,2.75
T03671,2.0,2021-07-02 20:15:35,2021-07-02 20:20:01,N,1.0,43,151,6.0,1.05,5.5,0.5,0.5,1.0,0.0,,0.3,7.8,1.0,0.0
T05715,1.0,2021-07-04 12:37:10,2021-07-04 12:44:38,N,1.0,7,226,2.0,1.4,7.5,0.0,0.5,2.45,0.0,,0.3,10.75,1.0,0.0
T09245,2.0,2021-07-06 18:30:46,2021-07-06 18:49:42,N,1.0,7,7,1.0,2.77,13.5,1.0,0.5,3.06,0.0,,0.3,18.36,1.0,0.0
T07934,2.0,2021-07-06 07:53:29,2021-07-06 08:26:08,N,1.0,260,13,1.0,11.17,34.0,0.0,0.5,7.51,0.0,,0.3,45.06,1.0,2.75
T09722,2.0,2021-07-07 07:38:56,2021-07-07 07:43:17,N,1.0,42,42,1.0,0.78,4.5,0.0,0.5,0.0,0.0,,0.3,5.3,1.0,0.0
T01098,2.0,2021-07-01 15:32:07,2021-07-01 16:27:35,N,1.0,191,265,1.0,20.6,57.0,0.0,0.5,0.0,0.0,,0.3,57.8,1.0,0.0
T08486,2.0,2021-07-06 12:20:02,2021-07-06 12:25:30,N,1.0,97,97,1.0,1.01,6.0,0.0,0.5,0.0,0.0,,0.3,6.8,1.0,0.0
T02987,2.0,2021-07-02 15:52:59,2021-07-02 15:59:05,N,1.0,152,24,1.0,1.07,6.5,0.0,0.5,1.0,0.0,,0.3,8.3,1.0,0.0
T05519,2.0,2021-07-04 09:52:30,2021-07-04 10:12:56,N,1.0,95,226,1.0,7.91,25.0,0.0,0.5,0.0,0.0,,0.3,25.8,1.0,0.0
T01350,2.0,2021-07-01 17:01:29,2021-07-01 17:17:21,N,1.0,166,74,1.0,1.66,11.0,1.0,0.5,0.0,0.0,,0.3,12.8,1.0,0.0
T05492,2.0,2021-07-04 08:09:16,2021-07-04 08:21:07,N,1.0,116,238,1.0,3.83,14.0,0.0,0.5,2.45,0.0,,0.3,20.0,1.0,2.75
T05328,1.0,2021-07-04 00:52:32,2021-07-04 01:00:34,N,1.0,129,173,2.0,1.3,7.5,0.5,0.5,2.2,0.0,,0.3,11.0,1.0,0.0
T08870,2.0,2021-07-06 15:23:39,2021-07-06 15:33:40,N,1.0,74,42,1.0,1.33,8.0,0.0,0.5,0.0,0.0,,0.3,8.8,1.0,0.0
T04786,2.0,2021-07-03 16:53:42,2021-07-03 17:16:58,N,1.0,74,250,1.0,6.71,22.5,0.0,0.5,0.0,0.0,,0.3,23.3,1.0,0.0
T06199,1.0,2021-07-04 18:07:21,2021-07-04 18:20:50,N,1.0,181,257,1.0,2.9,12.5,0.0,0.5,0.0,0.0,,0.3,13.3,1.0,0.0
T05845,1.0,2021-07-04 14:09:16,2021-07-04 14:22:13,N,1.0,244,116,1.0,1.8,10.0,0.0,0.5,0.0,0.0,,0.3,10.8,1.0,0.0
T02423,2.0,2021-07-02 10:08:41,2021-07-03 09:09:48,N,1.0,77,77,1.0,0.15,6.5,0.0,0.5,0.0,0.0,,0.3,7.3,1.0,0.0
T08876,2.0,2021-07-06 15:38:35,2021-07-06 15:49:54,N,1.0,166,238,1.0,2.04,10.0,0.0,0.5,0.0,0.0,,0.3,13.55,1.0,2.75
T09476,2.0,2021-07-06 21:21:33,2021-07-06 21:31:18,N,1.0,41,151,5.0,1.97,9.0,0.5,0.5,2.7,0.0,,0.3,13.0,1.0,0.0
T06699,2.0,2021-07-05 10:35:30,2021-07-05 12:04:43,N,1.0,178,213,2.0,25.38,85.0,0.0,0.5,0.0,0.0,,0.3,85.8,1.0,0.0
T01430,2.0,2021-07-01 17:45:59,2021-07-01 17:50:30,N,1.0,75,24,1.0,1.24,6.0,1.0,0.5,1.56,0.0,,0.3,9.36,1.0,0.0
T04763,2.0,2021-07-03 16:26:02,2021-07-03 17:05:58,N,1.0,33,33,1.0,4.5,26.0,0.0,0.5,5.36,0.0,,0.3,32.16,1.0,0.0
T05291,2.0,2021-07-03 22:28:45,2021-07-03 22:43:48,N,1.0,41,239,1.0,2.49,11.5,0.5,0.5,0.0,0.0,,0.3,15.55,1.0,2.75
T05225,2.0,2021-07-03 21:10:15,2021-07-03 21:25:48,N,1.0,146,48,2.0,3.29,14.0,0.5,0.5,0.0,0.0,,0.3,18.05,1.0,2.75
T09559,2.0,2021-07-06 23:48:55,2021-07-07 00:04:54,N,1.0,74,224,1.0,7.3,22.0,0.5,0.5,5.21,0.0,,0.3,31.26,1.0,2.75
T05647,2.0,2021-07-04 11:53:58,2021-07-04 11:58:56,N,1.0,74,74,1.0,0.54,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,1.0,0.0
T04256,2.0,2021-07-03 11:13:22,2021-07-03 11:27:10,N,1.0,74,247,5.0,3.07,12.5,0.0,0.5,3.32,0.0,,0.3,16.62,1.0,0.0
T09295,2.0,2021-07-06 18:25:31,2021-07-06 18:42:43,N,1.0,41,69,1.0,2.43,12.5,1.0,0.5,0.0,0.0,,0.3,14.3,1.0,0.0
T09587,2.0,2021-07-06 23:49:05,2021-07-06 23:49:08,N,5.0,260,264,1.0,0.16,10.0,0.0,0.0,0.0,0.0,,0.3,10.3,2.0,0.0
T04464,2.0,2021-07-03 13:28:10,2021-07-03 14:04:56,N,1.0,72,82,1.0,8.11,30.5,0.0,0.5,0.0,0.0,,0.3,31.3,1.0,0.0
T00632,2.0,2021-07-01 11:27:44,2021-07-01 11:29:51,N,1.0,42,42,1.0,0.35,3.5,0.0,0.5,0.0,0.0,,0.3,4.3,1.0,0.0
T07654,2.0,2021-07-05 21:30:22,2021-07-05 21:37:24,N,1.0,42,127,1.0,2.44,9.0,0.5,0.5,1.0,0.0,,0.3,11.3,1.0,0.0
T04708,2.0,2021-07-03 16:50:55,2021-07-03 17:38:08,N,1.0,61,225,1.0,4.69,30.0,0.0,0.5,0.0,0.0,,0.3,30.8,1.0,0.0
T01920,2.0,2021-07-02 01:05:52,2021-07-02 01:10:02,N,1.0,42,41,1.0,0.96,5.5,0.5,0.5,0.0,0.0,,0.3,6.8,1.0,0.0
T04263,2.0,2021-07-03 11:20:59,2021-07-03 11:34:12,N,1.0,75,239,1.0,2.55,12.0,0.0,0.5,3.11,0.0,,0.3,18.66,1.0,2.75
T09910,2.0,2021-07-07 09:36:19,2021-07-07 10:04:39,N,1.0,236,79,1.0,4.73,21.0,0.0,0.5,4.0,0.0,,0.3,28.55,1.0,2.75
T05695,2.0,2021-07-04 12:34:44,2021-07-04 12:35:58,N,1.0,75,262,1.0,0.45,3.5,0.0,0.5,0.0,0.0,,0.3,7.05,1.0,2.75
T08695,1.0,2021-07-06 14:37:03,2021-07-06 15:00:39,N,5.0,244,138,1.0,10.8,55.0,0.0,0.0,12.3,6.55,,0.0,73.85,2.0,0.0
T01772,2.0,2021-07-01 21:49:09,2021-07-01 22:06:41,N,1.0,244,18,1.0,4.72,16.5,0.5,0.5,0.0,0.0,,0.3,17.8,1.0,0.0
T01812,2.0,2021-07-01 21:59:55,2021-07-01 22:06:30,N,1.0,41,74,1.0,1.05,6.5,0.5,0.5,0.0,0.0,,0.3,7.8,1.0,0.0
T04117,2.0,2021-07-03 09:20:51,2021-07-03 10:12:05,N,1.0,97,86,1.0,26.32,71.5,0.0,0.5,0.0,0.0,,0.3,72.3,1.0,0.0
T06770,1.0,2021-07-05 11:34:23,2021-07-05 11:43:49,N,1.0,7,223,1.0,1.4,8.0,0.0,0.5,0.0,0.0,,0.3,8.8,1.0,0.0
T08836,2.0,2021-07-06 15:35:00,2021-07-06 15:46:17,N,1.0,243,244,1.0,1.62,9.0,0.0,0.5,0.0,0.0,,0.3,9.8,1.0,0.0
T07268,2.0,2021-07-05 17:31:47,2021-07-05 18:24:17,N,1.0,218,226,1.0,14.32,47.0,0.0,0.5,0.0,0.0,,0.3,47.8,1.0,0.0
T03041,2.0,2021-07-02 15:32:18,2021-07-02 17:18:07,N,1.0,177,250,2.0,22.84,81.0,0.0,0.5,0.0,6.55,,0.3,88.35,1.0,0.0
T06511,2.0,2021-07-05 03:21:12,2021-07-05 03:48:05,N,1.0,74,138,1.0,10.29,30.5,0.5,0.5,0.45,0.0,,0.3,35.0,1.0,2.75
T07090,2.0,2021-07-05 15:01:57,2021-07-05 15:16:07,N,1.0,74,151,1.0,2.31,11.5,0.0,0.5,2.46,0.0,,0.3,14.76,1.0,0.0
T05160,2.0,2021-07-03 20:55:41,2021-07-03 21:10:41,N,1.0,247,265,2.0,8.39,24.0,0.5,0.5,0.0,0.0,,0.3,25.3,1.0,0.0
T09274,1.0,2021-07-06 18:17:51,2021-07-06 18:35:29,N,1.0,82,129,2.0,1.9,12.0,1.0,0.5,0.0,0.0,,0.3,13.8,1.0,0.0
T00997,2.0,2021-07-01 14:44:55,2021-07-01 14:50:11,N,1.0,43,151,6.0,1.19,6.0,0.0,0.5,0.0,0.0,,0.3,6.8,1.0,0.0
T09525,2.0,2021-07-06 22:19:03,2021-07-06 22:45:18,N,1.0,93,68,1.0,12.34,35.0,0.5,0.5,9.12,6.55,,0.3,54.72,1.0,2.75
T05372,2.0,2021-07-04 01:36:05,2021-07-04 02:06:53,N,1.0,255,42,2.0,9.37,30.0,0.5,0.5,7.0,0.0,,0.3,41.05,1.0,2.75
T01469,2.0,2021-07-01 18:52:41,2021-07-01 19:13:25,N,1.0,49,36,1.0,2.81,14.5,1.0,0.5,4.08,0.0,,0.3,20.38,1.0,0.0
T00267,1.0,2021-07-01 08:04:03,2021-07-01 08:04:07,N,1.0,74,74,1.0,1.6,2.5,0.0,0.5,0.0,0.0,,0.3,3.3,1.0,0.0
T07094,2.0,2021-07-05 15:16:27,2021-07-05 15:31:00,N,1.0,39,39,1.0,0.0,9.5,0.0,0.5,0.0,0.0,,0.3,10.3,1.0,0.0
T03346,2.0,2021-07-02 18:33:46,2021-07-02 18:40:48,N,1.0,75,236,1.0,1.33,7.0,1.0,0.5,2.89,0.0,,0.3,14.44,1.0,2.75
T05804,1.0,2021-07-04 13:41:46,2021-07-04 14:14:21,N,1.0,82,127,1.0,11.1,36.0,0.0,0.5,0.0,6.55,,0.3,43.35,1.0,0.0
T02349,2.0,2021-07-02 10:29:19,2021-07-02 10:45:54,N,1.0,74,142,1.0,3.7,14.5,0.0,0.5,3.61,0.0,,0.3,21.66,1.0,2.75
T00533,2.0,2021-07-01 11:50:28,2021-07-01 12:07:32,N,1.0,166,236,1.0,3.25,14.0,0.0,0.5,0.0,0.0,,0.3,17.55,1.0,2.75
T02184,2.0,2021-07-02 08:34:02,2021-07-02 08:42:37,N,1.0,74,42,1.0,1.48,8.0,0.0,0.5,0.0,0.0,,0.3,8.8,1.0,0.0
T01807,2.0,2021-07-01 21:58:53,2021-07-01 22:03:54,N,1.0,52,25,1.0,0.89,5.5,0.5,0.5,0.0,0.0,,0.3,6.8,1.0,0.0
T01864,2.0,2021-07-01 23:57:10,2021-07-02 00:04:11,N,1.0,75,263,1.0,1.49,7.5,0.5,0.5,2.31,0.0,,0.3,13.86,1.0,2.75
T08469,2.0,2021-07-06 12:48:01,2021-07-06 12:48:01,N,5.0,264,264,1.0,0.01,20.0,0.0,0.0,0.0,0.0,,0.3,20.3,2.0,0.0
T01001,2.0,2021-07-01 14:12:20,2021-07-01 14:44:50,N,1.0,42,186,1.0,7.49,28.0,0.0,0.5,6.31,0.0,,0.3,37.86,1.0,2.75
T03628,2.0,2021-07-02 20:45:06,2021-07-02 20:50:15,N,1.0,41,42,1.0,1.03,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,1.0,0.0
T04494,2.0,2021-07-03 14:48:28,2021-07-03 15:12:11,N,1.0,51,147,1.0,7.74,25.0,0.0,0.5,0.0,0.0,,0.3,25.8,1.0,0.0
T02668,1.0,2021-07-02 12:40:17,2021-07-02 12:47:59,N,1.0,75,238,1.0,1.4,7.5,2.75,0.5,0.0,0.0,,0.3,11.05,1.0,2.75
T09305,2.0,2021-07-06 18:55:27,2021-07-06 19:01:46,N,1.0,95,56,1.0,1.38,7.0,1.0,0.5,1.76,0.0,,0.3,10.56,1.0,0.0
T06825,1.0,2021-07-05 12:35:20,2021-07-05 12:43:30,N,1.0,74,263,1.0,2.5,9.0,2.75,0.5,2.5,0.0,,0.3,15.05,1.0,2.75
T00402,2.0,2021-07-01 09:13:19,2021-07-01 09:25:24,N,1.0,74,236,1.0,1.68,9.5,0.0,0.5,0.0,0.0,,0.3,13.05,1.0,2.75
T03876,2.0,2021-07-03 00:01:50,2021-07-03 00:37:02,N,1.0,247,39,1.0,22.24,60.0,0.5,0.5,0.0,6.55,,0.3,67.85,1.0,0.0
T03782,2.0,2021-07-02 22:44:55,2021-07-02 23:06:34,N,1.0,75,18,1.0,6.89,23.0,0.5,0.5,2.0,0.0,,0.3,26.3,1.0,0.0
T08107,2.0,2021-07-06 09:40:40,2021-07-06 09:50:02,N,1.0,41,236,1.0,1.54,8.0,0.0,0.5,0.0,0.0,,0.3,11.55,1.0,2.75
T09533,2.0,2021-07-06 22:33:26,2021-07-06 22:39:17,N,1.0,75,151,1.0,1.0,5.5,0.5,0.5,0.0,0.0,,0.3,6.8,1.0,0.0
T01286,2.0,2021-07-01 16:22:43,2021-07-01 16:26:13,N,1.0,42,42,1.0,0.24,4.0,1.0,0.5,0.0,0.0,,0.3,5.8,1.0,0.0
T03060,2.0,2021-07-02 15:32:15,2021-07-02 15:43:26,N,1.0,74,263,1.0,2.29,10.0,0.0,0.5,0.0,0.0,,0.3,13.55,1.0,2.75
T08645,2.0,2021-07-06 13:40:03,2021-07-06 13:59:50,N,1.0,41,159,1.0,3.22,15.0,0.0,0.5,0.0,0.0,,0.3,15.8,1.0,0.0
T06140,2.0,2021-07-04 18:12:04,2021-07-04 18:14:46,N,1.0,41,41,1.0,0.48,4.0,0.0,0.5,0.0,0.0,,0.3,4.8,1.0,0.0
T00963,2.0,2021-07-01 14:47:05,2021-07-01 14:51:18,N,1.0,166,41,1.0,0.93,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,1.0,0.0
T05424,2.0,2021-06-10 19:39:24,2021-06-10 20:13:32,N,1.0,130,75,1.0,13.75,42.0,0.5,0.5,0.0,6.55,,0.3,49.85,1.0,0.0
T02540,2.0,2021-07-02 11:36:07,2021-07-02 11:44:51,N,1.0,210,149,1.0,1.04,7.5,0.0,0.5,0.0,0.0,,0.3,8.3,1.0,0.0
T01102,2.0,2021-07-01 15:11:45,2021-07-01 15:22:04,N,1.0,82,129,1.0,1.59,8.5,0.0,0.5,0.0,0.0,,0.3,9.3,1.0,0.0
T06738,2.0,2021-07-05 11:05:44,2021-07-05 11:16:46,N,1.0,75,168,1.0,2.89,11.0,0.0,0.5,0.0,0.0,,0.3,11.8,1.0,0.0
T03998,2.0,2021-07-03 07:58:46,2021-07-03 08:14:42,N,1.0,41,243,1.0,4.78,16.5,0.0,0.5,2.0,0.0,,0.3,19.3,1.0,0.0
T08869,2.0,2021-07-06 15:10:15,2021-07-06 15:14:28,N,1.0,75,75,1.0,0.5,4.5,0.0,0.5,0.0,0.0,,0.3,5.3,1.0,0.0
T00588,2.0,2021-07-01 11:44:07,2021-07-01 12:05:19,N,1.0,82,129,1.0,1.55,13.5,0.0,0.5,2.86,0.0,,0.3,17.16,1.0,0.0
T06315,2.0,2021-07-04 20:50:19,2021-07-04 20:56:24,N,1.0,129,82,2.0,0.98,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,1.0,0.0
T02745,2.0,2021-07-02 13:52:23,2021-07-02 14:00:38,N,1.0,7,7,1.0,0.86,7.0,0.0,0.5,1.56,0.0,,0.3,9.36,1.0,0.0
T06020,2.0,2021-07-04 16:22:51,2021-07-04 16:30:27,N,1.0,52,66,1.0,1.18,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,1.0,0.0
T02334,2.0,2021-07-02 09:45:37,2021-07-02 09:55:25,N,1.0,243,127,1.0,1.88,9.0,0.0,0.5,0.0,0.0,,0.3,9.8,1.0,0.0
T08150,2.0,2021-07-06 09:29:10,2021-07-06 09:45:25,N,1.0,74,151,1.0,2.87,13.5,0.0,0.5,3.58,0.0,,0.3,17.88,1.0,0.0
T01620,2.0,2021-07-01 19:22:18,2021-07-01 19:47:08,N,1.0,41,170,1.0,5.06,20.0,1.0,0.5,3.45,0.0,,0.3,28.0,1.0,2.75
T08626,2.0,2021-07-06 13:15:21,2021-07-06 13:47:24,N,1.0,41,186,1.0,7.1,27.5,0.0,0.5,2.0,0.0,,0.3,33.05,1.0,2.75
T09715,2.0,2021-07-07 08:01:10,2021-07-07 08:09:41,N,1.0,244,244,1.0,0.66,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,1.0,0.0
T07942,2.0,2021-07-06 07:40:40,2021-07-06 07:51:18,N,1.0,166,244,1.0,1.86,10.0,0.0,0.5,0.0,0.0,,0.3,10.8,1.0,0.0
T08990,1.0,2021-07-06 16:25:22,2021-07-06 16:48:53,N,1.0,97,80,1.0,3.9,18.0,0.5,0.5,3.85,0.0,,0.3,23.15,1.0,0.0
T05230,2.0,2021-07-03 21:20:25,2021-07-03 22:51:09,N,1.0,76,213,1.0,23.85,81.5,0.5,0.5,0.0,6.55,,0.3,89.35,1.0,0.0
T07742,2.0,2021-07-05 22:15:31,2021-07-05 22:55:41,N,1.0,35,115,3.0,19.5,54.0,0.5,0.5,0.0,6.55,,0.3,61.85,1.0,0.0
T01491,2.0,2021-07-01 18:14:31,2021-07-01 18:15:11,N,1.0,193,193,1.0,0.06,-2.5,-1.0,-0.5,0.0,0.0,,-0.3,-4.3,1.0,0.0
T00422,1.0,2021-07-01 10:00:48,2021-07-01 10:20:38,N,1.0,242,116,1.0,0.0,24.2,0.0,0.5,0.0,0.0,,0.3,25.0,1.0,0.0
T01201,2.0,2021-07-01 16:46:21,2021-07-01 16:53:12,N,1.0,75,151,1.0,1.16,6.5,1.0,0.5,2.08,0.0,,0.3,10.38,1.0,0.0
T02503,2.0,2021-07-02 11:35:24,2021-07-02 11:45:19,N,1.0,75,141,2.0,1.69,9.0,0.0,0.5,2.51,0.0,,0.3,15.06,1.0,2.75
T03516,2.0,2021-07-02 19:48:10,2021-07-02 20:14:00,N,1.0,69,126,1.0,2.61,16.5,1.0,0.5,0.0,0.0,,0.3,18.3,1.0,0.0
T04317,2.0,2021-07-03 12:09:49,2021-07-03 12:23:08,N,1.0,7,70,1.0,2.35,9.5,0.0,0.5,2.06,0.0,,0.3,12.36,1.0,0.0
T00828,2.0,2021-07-01 13:30:26,2021-07-01 14:18:22,N,1.0,130,132,1.0,12.78,41.5,0.0,0.5,0.0,0.0,,0.3,42.3,1.0,0.0
T08637,2.0,2021-07-06 13:28:27,2021-07-06 13:59:11,N,4.0,74,265,1.0,10.54,36.5,0.0,0.5,0.0,3.0,,0.3,40.3,1.0,0.0
T09867,2.0,2021-07-07 08:26:22,2021-07-08 08:03:05,N,1.0,74,152,1.0,1.47,8.5,0.0,0.5,0.0,0.0,,0.3,9.3,1.0,0.0
T03291,2.0,2021-07-02 17:37:45,2021-07-02 17:44:20,N,1.0,75,41,1.0,1.39,6.5,1.0,0.5,1.66,0.0,,0.3,9.96,1.0,0.0
T02072,1.0,2021-07-02 07:34:23,2021-07-02 07:41:34,N,1.0,61,225,1.0,1.6,7.5,0.0,0.5,0.0,0.0,,0.3,8.3,1.0,0.0
T08718,2.0,2021-07-06 14:57:29,2021-07-06 15:22:55,N,1.0,74,244,2.0,3.8,18.0,0.0,0.5,4.7,0.0,,0.3,23.5,1.0,0.0
T01576,2.0,2021-07-01 18:14:23,2021-07-01 18:14:35,N,1.0,193,193,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0
T09380,2.0,2021-07-06 19:06:03,2021-07-06 19:12:28,N,1.0,43,236,1.0,0.85,6.0,1.0,0.5,2.64,0.0,,0.3,13.19,1.0,2.75
T05345,2.0,2021-07-04 00:43:11,2021-07-04 00:44:33,N,5.0,260,260,1.0,0.02,12.0,0.0,0.0,0.0,0.0,,0.3,12.3,2.0,0.0
T02398,2.0,2021-07-02 10:10:07,2021-07-02 10:23:42,N,1.0,74,166,1.0,2.03,10.5,0.0,0.5,0.0,0.0,,0.3,11.3,1.0,0.0
T02404,1.0,2021-07-02 10:47:26,2021-07-02 10:52:12,N,1.0,95,95,1.0,0.7,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,1.0,0.0
T01245,2.0,2021-07-01 16:37:47,2021-07-01 16:51:47,N,1.0,41,263,1.0,2.78,12.0,1.0,0.5,3.31,0.0,,0.3,19.86,1.0,2.75
T06125,2.0,2021-07-04 17:49:16,2021-07-04 18:29:58,N,1.0,74,188,3.0,19.14,54.5,0.0,0.5,0.0,6.55,,0.3,61.85,1.0,0.0
T08001,2.0,2021-07-06 08:40:37,2021-07-06 09:04:51,N,1.0,244,48,1.0,7.18,23.5,0.0,0.5,0.0,0.0,,0.3,27.05,1.0,2.75
T05053,2.0,2021-07-03 19:52:53,2021-07-03 20:02:19,N,1.0,75,42,1.0,2.67,10.0,0.0,0.5,2.7,0.0,,0.3,13.5,1.0,0.0
T07422,2.0,2021-07-05 18:13:22,2021-07-05 18:32:36,N,1.0,119,119,1.0,2.64,13.5,1.0,0.5,0.0,0.0,,0.3,15.3,1.0,0.0
T05884,1.0,2021-07-04 14:24:06,2021-07-04 14:34:01,N,1.0,33,148,2.0,2.3,10.5,2.75,0.5,0.0,0.0,,0.3,14.05,1.0,2.75
T06973,2.0,2021-07-05 14:42:49,2021-07-05 14:59:28,N,1.0,260,112,1.0,4.8,17.0,0.0,0.5,2.75,0.0,,0.3,20.55,1.0,0.0
